"Name","URI","Region GSS code","Period","Sales volume","Reporting period","House price index All property types","Average price All property types","Percentage change (monthly) All property types","Percentage change (yearly) All property types","House price index Detached houses","Average price Detached houses","Percentage change (monthly) Detached houses","Percentage change (yearly) Detached houses","House price index Semi-detached houses","Average price Semi-detached houses","Percentage change (monthly) Semi-detached houses","Percentage change (yearly) Semi-detached houses","House price index Terraced houses","Average price Terraced houses","Percentage change (monthly) Terraced houses","Percentage change (yearly) Terraced houses","House price index Flats and maisonettes","Average price Flats and maisonettes","Percentage change (monthly) Flats and maisonettes","Percentage change (yearly) Flats and maisonettes","Pivotable date"
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1995-01,17,monthly,11.67,91449,,,,,,,,,,,,,,,11.71,91484,,,1995-01-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1995-02,7,monthly,10.49,82203,-10.11,,,,,,,,,,,,,,10.52,82173,-10.18,,1995-02-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1995-03,14,monthly,10.1,79121,-3.75,,,,,,,,,,,,,,10.12,79069,-3.78,,1995-03-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1995-04,7,monthly,9.84,77101,-2.55,,,,,,,,,,,,,,9.87,77049,-2.56,,1995-04-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1995-05,10,monthly,10.77,84409,9.48,,,,,,,,,,,,,,10.81,84395,9.53,,1995-05-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1995-06,17,monthly,12.11,94901,12.43,,,,,,,,,,,,,,12.15,94927,12.48,,1995-06-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1995-07,13,monthly,14.05,110128,16.05,,,,,,,,,,,,,,14.1,110121,16.01,,1995-07-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1995-08,14,monthly,14.33,112329,2.0,,,,,,,,,,,,,,14.38,112273,1.95,,1995-08-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1995-09,17,monthly,13.33,104473,-6.99,,,,,,,,,,,,,,13.37,104400,-7.01,,1995-09-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1995-10,14,monthly,13.79,108038,3.41,,,,,,,,,,,,,,13.83,108023,3.47,,1995-10-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1995-11,11,monthly,15.01,117636,8.88,,,,,,,,,,,,,,15.07,117662,8.92,,1995-11-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1995-12,18,monthly,16.24,127232,8.16,,,,,,,,,,,,,,16.29,127238,8.14,,1995-12-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1996-01,17,monthly,13.91,108999,-14.33,19.19,,,,,,,,,,,,,13.95,108912,-14.4,19.05,1996-01-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1996-02,10,monthly,11.91,93357,-14.35,13.57,,,,,,,,,,,,,11.94,93217,-14.41,13.44,1996-02-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1996-03,17,monthly,11.96,93707,0.37,18.44,,,,,,,,,,,,,11.98,93528,0.33,18.29,1996-03-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1996-04,14,monthly,15.38,120543,28.64,56.34,,,,,,,,,,,,,15.41,120314,28.64,56.15,1996-04-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1996-05,19,monthly,14.3,112050,-7.05,32.75,,,,,,,,,,,,,14.32,111838,-7.05,32.52,1996-05-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1996-06,28,monthly,14.58,114226,1.94,20.36,,,,,,,,,,,,,14.6,114007,1.94,20.1,1996-06-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1996-07,30,monthly,12.45,97547,-14.6,-11.42,,,,,,,,,,,,,12.47,97352,-14.61,-11.6,1996-07-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1996-08,25,monthly,14.57,114179,17.05,1.65,,,,,,,,,,,,,14.59,113948,17.05,1.49,1996-08-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1996-09,32,monthly,13.8,108138,-5.29,3.51,,,,,,,,,,,,,13.82,107910,-5.3,3.36,1996-09-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1996-10,33,monthly,12.62,98934,-8.51,-8.43,,,,,,,,,,,,,12.64,98727,-8.51,-8.61,1996-10-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1996-11,31,monthly,12.72,99707,0.78,-15.24,,,,,,,,,,,,,12.74,99500,0.78,-15.44,1996-11-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1996-12,26,monthly,13.58,106427,6.74,-16.35,,,,,,,,,,,,,13.6,106210,6.74,-16.53,1996-12-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1997-01,22,monthly,14.85,116343,9.32,6.74,,,,,,,,,,,,,14.87,116099,9.31,6.6,1997-01-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1997-02,37,monthly,14.18,111142,-4.47,19.05,,,,,,,,,,,,,14.2,110901,-4.48,18.97,1997-02-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1997-03,70,monthly,13.72,107488,-3.29,14.71,,,,,,,,,,,,,13.73,107247,-3.29,14.67,1997-03-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1997-04,19,monthly,13.84,108480,0.92,-10.01,,,,,,,,,,,,,13.86,108235,0.92,-10.04,1997-04-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1997-05,12,monthly,14.73,115453,6.43,3.04,,,,,,,,,,,,,14.75,115192,6.43,3.0,1997-05-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1997-06,21,monthly,15.1,118317,2.48,3.58,,,,,,,,,,,,,15.11,118039,2.47,3.54,1997-06-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1997-07,26,monthly,14.93,117034,-1.08,19.98,,,,,,,,,,,,,14.95,116745,-1.1,19.92,1997-07-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1997-08,9,monthly,14.49,113585,-2.95,-0.52,,,,,,,,,,,,,14.51,113287,-2.96,-0.58,1997-08-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1997-09,22,monthly,14.69,115159,1.39,6.49,,,,,,,,,,,,,14.71,114851,1.38,6.43,1997-09-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1997-10,22,monthly,15.47,121251,5.29,22.56,,,,,,,,,,,,,15.48,120933,5.3,22.49,1997-10-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1997-11,18,monthly,16.73,131074,8.1,31.46,,,,,,,,,,,,,16.74,130737,8.11,31.39,1997-11-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1997-12,37,monthly,16.59,130035,-0.79,22.18,,,,,,,,,,,,,16.61,129705,-0.79,22.12,1997-12-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1998-01,48,monthly,15.87,124382,-4.35,6.91,,,,,,,,,,,,,15.89,124067,-4.35,6.86,1998-01-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1998-02,43,monthly,18.35,143829,15.63,29.41,,,,,,,,,,,,,18.37,143492,15.66,29.39,1998-02-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1998-03,39,monthly,19.97,156508,8.82,45.61,,,,,,,,,,,,,19.99,156148,8.82,45.6,1998-03-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1998-04,28,monthly,20.85,163403,4.41,50.63,,,,,,,,,,,,,20.87,163027,4.41,50.62,1998-04-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1998-05,30,monthly,18.33,143625,-12.1,24.4,,,,,,,,,,,,,18.35,143279,-12.11,24.38,1998-05-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1998-06,32,monthly,16.88,132251,-7.92,11.78,,,,,,,,,,,,,16.89,131939,-7.91,11.78,1998-06-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1998-07,17,monthly,17.91,140377,6.14,19.95,,,,,,,,,,,,,17.93,140050,6.15,19.96,1998-07-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1998-08,34,monthly,19.01,148993,6.14,31.17,,,,,,,,,,,,,19.03,148647,6.14,31.21,1998-08-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1998-09,40,monthly,19.5,152807,2.56,32.69,,,,,,,,,,,,,19.52,152443,2.55,32.73,1998-09-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1998-10,42,monthly,20.67,162020,6.03,33.62,,,,,,,,,,,,,20.7,161634,6.03,33.66,1998-10-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1998-11,23,monthly,19.45,152387,-5.95,16.26,,,,,,,,,,,,,19.47,152027,-5.94,16.28,1998-11-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1998-12,48,monthly,19.88,155801,2.24,19.82,,,,,,,,,,,,,19.9,155448,2.25,19.85,1998-12-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1999-01,41,monthly,19.03,149143,-4.27,19.91,,,,,,,,,,,,,19.05,148807,-4.27,19.94,1999-01-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1999-02,31,monthly,21.0,164545,10.33,14.4,,,,,,,,,,,,,21.02,164170,10.32,14.41,1999-02-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1999-03,53,monthly,22.28,174586,6.1,11.55,,,,,,,,,,,,,22.3,174173,6.09,11.54,1999-03-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1999-04,28,monthly,24.39,191157,9.49,16.99,,,,,,,,,,,,,24.42,190681,9.48,16.96,1999-04-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1999-05,35,monthly,24.38,191081,-0.04,33.04,,,,,,,,,,,,,24.41,190597,-0.04,33.03,1999-05-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1999-06,63,monthly,23.73,185993,-2.66,40.64,,,,,,,,,,,,,23.75,185505,-2.67,40.6,1999-06-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1999-07,42,monthly,20.93,164056,-11.79,16.87,,,,,,,,,,,,,20.95,163624,-11.8,16.83,1999-07-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1999-08,58,monthly,20.53,160905,-1.92,7.99,,,,,,,,,,,,,20.55,160464,-1.93,7.95,1999-08-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1999-09,30,monthly,21.21,166193,3.29,8.76,,,,,,,,,,,,,21.22,165743,3.29,8.72,1999-09-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1999-10,29,monthly,20.86,163490,-1.63,0.91,,,,,,,,,,,,,20.88,163064,-1.62,0.88,1999-10-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1999-11,29,monthly,22.35,175143,7.13,14.93,,,,,,,,,,,,,22.37,174699,7.13,14.91,1999-11-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,1999-12,97,monthly,21.6,169309,-3.33,8.67,,,,,,,,,,,,,21.63,168889,-3.33,8.65,1999-12-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2000-01,24,monthly,22.17,173738,2.62,16.49,,,,,,,,,,,,,22.19,173293,2.61,16.46,2000-01-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2000-02,55,monthly,22.22,174152,0.24,5.84,,,,,,,,,,,,,22.24,173714,0.24,5.81,2000-02-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2000-03,48,monthly,22.76,178339,2.4,2.15,,,,,,,,,,,,,22.78,177884,2.4,2.13,2000-03-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2000-04,58,monthly,23.36,183101,2.67,-4.21,,,,,,,,,,,,,23.39,182636,2.67,-4.22,2000-04-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2000-05,38,monthly,22.34,175041,-4.4,-8.39,,,,,,,,,,,,,22.36,174589,-4.41,-8.4,2000-05-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2000-06,60,monthly,25.29,198191,13.23,6.56,,,,,,,,,,,,,25.31,197680,13.23,6.56,2000-06-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2000-07,33,monthly,27.42,214852,8.41,30.96,,,,,,,,,,,,,27.44,214295,8.4,30.97,2000-07-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2000-08,22,monthly,28.32,221952,3.3,37.94,,,,,,,,,,,,,28.35,221381,3.31,37.96,2000-08-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2000-09,20,monthly,28.48,223175,0.55,34.29,,,,,,,,,,,,,28.5,222606,0.55,34.31,2000-09-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2000-10,19,monthly,31.27,245062,9.81,49.89,,,,,,,,,,,,,31.3,244451,9.81,49.91,2000-10-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2000-11,18,monthly,41.06,321773,31.3,83.72,,,,,,,,,,,,,41.1,320986,31.31,83.74,2000-11-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2000-12,33,monthly,40.17,314772,-2.18,85.92,,,,,,,,,,,,,40.21,314014,-2.17,85.93,2000-12-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2001-01,24,monthly,36.27,284262,-9.69,63.61,,,,,,,,,,,,,36.31,283588,-9.69,63.65,2001-01-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2001-02,37,monthly,25.28,198137,-30.3,13.77,,,,,,,,,,,,,25.31,197675,-30.3,13.79,2001-02-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2001-03,44,monthly,24.12,189033,-4.59,6.0,,,,,,,,,,,,,24.15,188592,-4.59,6.02,2001-03-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2001-04,38,monthly,26.22,205494,8.71,12.23,,,,,,,,,,,,,26.25,205009,8.7,12.25,2001-04-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2001-05,30,monthly,28.51,223459,8.74,27.66,,,,,,,,,,,,,28.55,222929,8.74,27.69,2001-05-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2001-06,36,monthly,30.94,242435,8.49,22.32,,,,,,,,,,,,,30.97,241871,8.5,22.35,2001-06-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2001-07,40,monthly,29.44,230700,-4.84,7.38,,,,,,,,,,,,,29.47,230167,-4.84,7.41,2001-07-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2001-08,30,monthly,29.56,231632,0.4,4.36,,,,,,,,,,,,,29.59,231097,0.4,4.39,2001-08-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2001-09,30,monthly,29.32,229806,-0.79,2.97,,,,,,,,,,,,,29.36,229269,-0.79,2.99,2001-09-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2001-10,26,monthly,33.67,263887,14.83,7.68,,,,,,,,,,,,,33.71,263283,14.84,7.7,2001-10-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2001-11,15,monthly,44.21,346458,31.29,7.67,,,,,,,,,,,,,44.26,345683,31.3,7.69,2001-11-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2001-12,17,monthly,46.22,362204,4.54,15.07,,,,,,,,,,,,,46.28,361420,4.55,15.1,2001-12-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2002-01,30,monthly,43.93,344239,-4.96,21.1,,,,,,,,,,,,,43.98,343499,-4.96,21.13,2002-01-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2002-02,12,monthly,36.24,284015,-17.49,43.34,,,,,,,,,,,,,36.29,283419,-17.49,43.38,2002-02-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2002-03,47,monthly,32.37,253697,-10.67,34.21,,,,,,,,,,,,,32.42,253155,-10.68,34.23,2002-03-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2002-04,31,monthly,31.3,245313,-3.3,19.38,,,,,,,,,,,,,31.35,244803,-3.3,19.41,2002-04-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2002-05,30,monthly,29.0,227281,-7.35,1.71,,,,,,,,,,,,,29.04,226811,-7.35,1.74,2002-05-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2002-06,25,monthly,32.3,253130,11.37,4.41,,,,,,,,,,,,,32.35,252612,11.38,4.44,2002-06-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2002-07,26,monthly,33.49,262428,3.67,13.75,,,,,,,,,,,,,33.53,261876,3.67,13.78,2002-07-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2002-08,51,monthly,34.97,274016,4.42,18.3,,,,,,,,,,,,,35.01,273440,4.42,18.32,2002-08-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2002-09,49,monthly,35.35,277047,1.11,20.56,,,,,,,,,,,,,35.4,276454,1.1,20.58,2002-09-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2002-10,19,monthly,34.7,271941,-1.84,3.05,,,,,,,,,,,,,34.75,271369,-1.84,3.07,2002-10-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2002-11,28,monthly,35.77,280283,3.07,-19.1,,,,,,,,,,,,,35.81,279692,3.07,-19.09,2002-11-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2002-12,44,monthly,33.46,262197,-6.45,-27.61,,,,,,,,,,,,,33.5,261662,-6.45,-27.6,2002-12-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2003-01,32,monthly,33.39,261645,-0.21,-23.99,,,,,,,,,,,,,33.43,261112,-0.21,-23.98,2003-01-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2003-02,20,monthly,33.69,263992,0.9,-7.05,,,,,,,,,,,,,33.73,263459,0.9,-7.04,2003-02-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2003-03,31,monthly,37.26,291969,10.6,15.09,,,,,,,,,,,,,37.31,291373,10.6,15.1,2003-03-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2003-04,30,monthly,37.67,295174,1.1,20.33,,,,,,,,,,,,,37.72,294578,1.1,20.33,2003-04-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2003-05,38,monthly,36.35,284860,-3.49,25.33,,,,,,,,,,,,,36.4,284286,-3.49,25.34,2003-05-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2003-06,84,monthly,34.1,267208,-6.2,5.56,,,,,,,,,,,,,34.15,266682,-6.19,5.57,2003-06-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2003-07,48,monthly,33.2,260204,-2.62,-0.85,,,,,,,,,,,,,33.25,259690,-2.62,-0.83,2003-07-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2003-08,46,monthly,31.32,245449,-5.67,-10.43,,,,,,,,,,,,,31.37,244966,-5.67,-10.41,2003-08-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2003-09,38,monthly,31.03,243184,-0.92,-12.22,,,,,,,,,,,,,31.08,242688,-0.93,-12.21,2003-09-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2003-10,33,monthly,32.28,252980,4.03,-6.97,,,,,,,,,,,,,32.33,252466,4.03,-6.97,2003-10-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2003-11,42,monthly,35.41,277515,9.7,-0.99,,,,,,,,,,,,,35.46,276954,9.7,-0.98,2003-11-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2003-12,38,monthly,38.99,305556,10.1,16.54,,,,,,,,,,,,,39.05,304960,10.11,16.55,2003-12-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2004-01,98,monthly,41.72,326913,6.99,24.95,,,,,,,,,,,,,41.78,326273,6.99,24.96,2004-01-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2004-02,16,monthly,38.42,301092,-7.9,14.05,,,,,,,,,,,,,38.48,300503,-7.9,14.06,2004-02-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2004-03,20,monthly,34.8,272731,-9.42,-6.59,,,,,,,,,,,,,34.85,272184,-9.42,-6.59,2004-03-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2004-04,25,monthly,34.39,269514,-1.18,-8.69,,,,,,,,,,,,,34.44,268968,-1.18,-8.69,2004-04-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2004-05,22,monthly,35.74,280062,3.91,-1.68,,,,,,,,,,,,,35.79,279493,3.91,-1.69,2004-05-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2004-06,38,monthly,37.95,297421,6.2,11.31,,,,,,,,,,,,,38.01,296812,6.2,11.3,2004-06-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2004-07,34,monthly,38.06,298293,0.29,14.64,,,,,,,,,,,,,38.12,297680,0.29,14.63,2004-07-01
City of London,http://landregistry.data.gov.uk/id/region/city-of-london,E09000001,2004-08,46,monthly,39.19,307094,2.95,25.12,,,,,,,,,,,,,39.24,306457,2.95,25.1,2004-08-01
